epochs hidden_layers neurons learning_rate batch_size dropout
2560 2 256 1e-05 8 0.15
640 1 256 0.001 8 0.2
10240 3 128 0.0001 512 0.1
160 4 128 1e-05 128 0.2
10240 5 64 1e-07 32 0.15
10240 2 2048 1e-06 32 0.05
40960 2 1024 0.001 128 0.15
2560 5 256 0.0001 512 0.15
10240 4 128 1e-06 128 0.0
10240 1 64 1e-05 512 0.1
40960 3 512 1e-06 32 0.05
10240 2 64 1e-07 512 0.2
640 3 512 1e-07 512 0.05
40960 3 256 0.0001 32 0.1
640 2 512 1e-05 128 0.05
2560 3 128 0.001 512 0.05
160 5 1024 1e-06 128 0.0
2560 2 2048 1e-05 512 0.2
10240 2 128 0.001 512 0.0
40960 5 128 0.001 32 0.05
40960 2 32 1e-05 32 0.05
160 3 64 0.0001 512 0.1
2560 2 4096 0.001 512 0.1
160 1 128 1e-07 512 0.15
40960 1 64 1e-05 128 0.05
40 5 4096 1e-05 128 0.2
40960 5 1024 0.0001 128 0.15
160 1 64 1e-07 32 0.2
160 2 64 1e-05 128 0.2
640 3 128 1e-05 512 0.0
40960 3 1024 0.001 512 0.15
10240 1 32 1e-07 512 0.05
160 4 2048 0.0001 512 0.05
640 2 64 1e-06 128 0.2
640 2 128 0.001 32 0.05
10240 2 256 1e-05 32 0.0
160 2 64 1e-07 8 0.1
2560 2 512 1e-05 32 0.2
640 4 32 1e-06 512 0.05
40 2 2048 1e-07 512 0.1
160 5 1024 1e-06 32 0.2
160 4 128 0.001 32 0.15
160 3 64 1e-05 512 0.0
2560 4 32 1e-06 32 0.2
40960 5 4096 0.0001 32 0.1
160 3 128 0.0001 512 0.0
160 5 512 0.001 32 0.2
10240 5 2048 1e-07 32 0.15
10240 3 4096 0.001 32 0.15
160 4 32 0.0001 512 0.1
40960 1 4096 0.0001 32 0.0
2560 2 4096 1e-06 512 0.05
640 5 4096 0.0001 32 0.15
10240 3 256 0.001 128 0.2
10240 1 4096 1e-05 8 0.2
10240 5 512 1e-05 128 0.05
160 1 1024 1e-06 8 0.05
10240 1 1024 1e-07 128 0.2
40960 3 128 1e-05 8 0.2
40 2 256 1e-06 128 0.05
10240 5 2048 1e-07 512 0.1
2560 3 512 1e-06 32 0.0
10240 5 4096 0.0001 128 0.05
2560 3 1024 1e-07 128 0.15
2560 2 128 1e-07 512 0.0
160 2 4096 1e-07 8 0.1
40 3 2048 0.001 8 0.05
160 3 2048 1e-06 512 0.2
160 4 256 1e-06 32 0.0
10240 2 4096 0.001 32 0.05
160 5 4096 0.001 128 0.2
40 1 2048 0.0001 8 0.2
2560 4 512 1e-07 32 0.05
10240 5 4096 1e-06 32 0.0
640 5 4096 0.001 8 0.0
640 2 128 1e-05 512 0.0
40 2 2048 1e-06 32 0.2
40 2 64 0.0001 32 0.0
640 2 512 1e-05 128 0.15
40 5 256 1e-07 32 0.2
160 3 2048 0.0001 512 0.05
160 5 128 1e-06 8 0.1
160 5 2048 1e-07 32 0.2
2560 4 64 0.0001 512 0.15
10240 5 512 1e-06 512 0.0
40 1 128 1e-05 128 0.05
2560 1 4096 1e-07 8 0.15
40960 2 1024 1e-05 128 0.2
640 3 512 0.001 128 0.0
10240 5 128 1e-05 8 0.15
40 2 32 1e-07 8 0.1
10240 4 64 0.001 128 0.05
10240 2 4096 0.001 512 0.2
160 4 128 0.001 8 0.2
160 3 512 1e-06 128 0.0
10240 2 2048 1e-06 8 0.2
2560 1 2048 0.0001 8 0.0
640 1 32 0.0001 128 0.2
640 3 128 0.0001 32 0.0
10240 3 1024 0.001 8 0.15
160 3 2048 1e-06 512 0.05
10240 5 512 0.001 32 0.05
160 3 512 1e-07 128 0.05
640 4 256 1e-07 512 0.2
10240 5 4096 1e-06 512 0.05
160 2 32 1e-07 128 0.2
40960 2 256 1e-06 32 0.05
2560 5 32 1e-07 32 0.15
2560 1 32 0.001 8 0.1
640 2 512 1e-06 128 0.0
40 5 4096 0.001 32 0.15
160 4 128 1e-05 32 0.15
10240 4 4096 1e-05 128 0.1
10240 1 1024 0.001 512 0.0
10240 4 64 1e-05 128 0.1
10240 3 256 0.0001 512 0.1
2560 5 512 0.001 128 0.2
640 4 512 0.0001 128 0.15
40960 4 128 1e-05 128 0.1
2560 3 4096 1e-05 8 0.2
2560 4 1024 0.001 8 0.15
40 2 32 1e-05 8 0.0
10240 3 2048 0.001 32 0.0
640 1 2048 1e-07 128 0.2
40960 1 128 1e-05 32 0.2
160 3 512 1e-07 512 0.0
10240 1 4096 0.0001 8 0.0
640 2 64 1e-07 8 0.1
10240 1 4096 1e-07 512 0.2
40 1 256 1e-05 8 0.2
40960 3 1024 1e-05 32 0.05
40 5 4096 1e-05 8 0.0
40 3 512 1e-06 32 0.15
40960 5 2048 1e-05 32 0.2
40 4 4096 1e-07 32 0.2
160 3 128 1e-07 32 0.0
40 1 2048 1e-06 512 0.2
640 3 2048 0.0001 512 0.1
2560 3 4096 0.001 32 0.0
40 4 64 0.0001 32 0.15
40960 5 1024 1e-07 32 0.15
2560 1 128 1e-07 512 0.1
40 5 1024 0.001 512 0.15
640 5 4096 0.001 8 0.2
40 3 32 1e-06 8 0.0
640 1 128 1e-05 128 0.05
160 3 64 1e-07 128 0.05
40960 1 1024 1e-07 128 0.0
40 2 32 0.001 32 0.15
40960 2 2048 1e-06 32 0.0
160 3 32 0.0001 512 0.1
640 4 2048 1e-06 32 0.0
40 1 128 0.0001 8 0.05
160 1 256 1e-06 512 0.0
10240 4 4096 0.0001 32 0.0
2560 4 1024 1e-07 32 0.15
40960 2 64 1e-07 8 0.15
640 1 4096 1e-07 8 0.1
40960 2 32 0.001 128 0.15
40 5 64 1e-05 8 0.1
10240 1 64 1e-05 32 0.1
10240 4 2048 1e-07 128 0.0
160 4 32 0.0001 128 0.2
40 4 256 1e-05 8 0.2
640 1 1024 0.0001 32 0.2
2560 1 256 1e-07 32 0.1
40960 5 64 0.001 128 0.15
40 2 256 1e-06 128 0.0
40960 5 2048 0.0001 32 0.05
640 5 256 1e-05 512 0.2
40960 4 2048 1e-05 32 0.0
160 1 512 0.001 8 0.2
40960 5 4096 1e-05 32 0.15
10240 5 64 0.0001 32 0.15
2560 4 256 1e-06 32 0.2
2560 3 128 0.0001 32 0.1
2560 3 32 0.0001 8 0.2
2560 2 1024 0.0001 512 0.1
10240 4 4096 0.001 128 0.2
160 3 64 0.0001 512 0.2
640 4 32 0.001 128 0.05
10240 2 128 1e-07 32 0.2
640 1 32 1e-06 8 0.2
40 1 32 1e-07 8 0.1
640 4 2048 1e-05 8 0.2
10240 1 64 0.001 128 0.0
40960 4 64 0.001 32 0.05
40960 1 512 1e-06 128 0.0
40 5 64 0.001 32 0.05
40960 2 64 1e-06 32 0.2
10240 3 32 0.001 128 0.0
10240 3 32 1e-06 128 0.2
40 3 64 1e-06 8 0.2
640 3 32 1e-06 128 0.0
2560 4 4096 1e-05 512 0.0
640 3 256 0.0001 8 0.15
40 3 2048 1e-07 8 0.0
640 2 2048 0.0001 32 0.05
2560 4 1024 1e-05 32 0.05
40 1 128 0.0001 512 0.1
10240 4 4096 1e-06 512 0.05
160 4 512 1e-07 32 0.1
40 5 64 0.0001 128 0.2
40960 2 512 1e-07 32 0.0
160 2 32 1e-06 512 0.0
40 4 4096 1e-05 8 0.15
640 3 32 0.0001 128 0.15
640 3 1024 0.001 512 0.1
10240 5 64 0.001 128 0.0
10240 2 2048 1e-07 512 0.1
10240 4 128 1e-06 512 0.1
640 3 2048 1e-06 32 0.15
2560 1 256 0.0001 128 0.05
2560 3 4096 0.0001 512 0.15
40960 4 32 1e-06 8 0.2
10240 2 4096 0.0001 512 0.05
640 3 512 1e-05 32 0.0
40 5 2048 0.001 8 0.1
10240 5 1024 0.001 8 0.15
10240 3 2048 1e-06 8 0.15
10240 3 2048 0.0001 128 0.15
10240 2 1024 0.0001 32 0.1
640 5 512 1e-05 32 0.1
160 1 256 0.0001 8 0.1
640 4 256 1e-05 512 0.05
2560 2 256 1e-05 32 0.2
40960 2 64 1e-05 128 0.0
40 3 1024 1e-06 8 0.1
10240 2 64 0.0001 32 0.2
40 3 32 1e-07 32 0.05
10240 4 32 1e-05 512 0.0
2560 1 64 1e-07 128 0.2
160 5 32 1e-06 512 0.1
10240 2 2048 1e-06 128 0.05
10240 1 4096 1e-05 128 0.0
40960 3 4096 1e-05 512 0.15
10240 1 128 0.001 128 0.05
10240 5 1024 1e-05 8 0.1
40 5 2048 0.0001 128 0.2
2560 2 512 0.001 32 0.05
2560 3 32 0.0001 8 0.1
10240 2 2048 0.0001 512 0.15
40 2 512 1e-07 512 0.2
640 1 1024 0.0001 512 0.1
10240 3 1024 1e-07 8 0.05
2560 1 256 1e-07 32 0.05
10240 5 1024 1e-05 512 0.0
640 2 32 1e-07 128 0.0
160 5 128 0.001 128 0.1
40 3 2048 1e-06 512 0.2
40 1 4096 1e-06 8 0.05
640 1 2048 1e-05 32 0.15
40 4 4096 0.001 512 0.2
40 3 2048 1e-06 128 0.05
10240 2 1024 0.0001 128 0.2
40960 5 1024 0.0001 128 0.05
640 3 128 1e-07 512 0.05
40 5 32 1e-07 32 0.0
10240 4 512 0.001 32 0.15
640 3 512 1e-07 8 0.05
640 4 64 0.001 8 0.05
640 3 64 0.0001 512 0.05
640 2 1024 0.001 128 0.05
10240 3 32 1e-07 512 0.1
2560 3 256 1e-05 8 0.0
640 3 4096 0.001 128 0.1
160 4 512 1e-06 512 0.0
2560 2 1024 1e-06 512 0.0
10240 3 256 0.0001 32 0.15
2560 5 2048 1e-06 32 0.0
40960 1 512 0.001 8 0.0
640 1 512 0.0001 32 0.05
160 2 4096 1e-07 32 0.0
2560 3 64 0.0001 128 0.0
40960 1 4096 1e-07 8 0.15
40960 2 256 1e-06 32 0.1
2560 3 256 1e-07 32 0.15
2560 3 512 0.001 128 0.05
2560 4 128 0.001 8 0.2
640 4 2048 1e-06 128 0.2
640 1 64 1e-05 512 0.0
640 1 512 1e-06 32 0.0
40 2 4096 1e-07 32 0.2
10240 3 128 0.0001 128 0.2
2560 4 2048 0.001 32 0.2
640 3 512 1e-06 32 0.1
40 3 1024 1e-05 8 0.05
40960 5 1024 0.0001 128 0.1
40960 5 1024 1e-06 512 0.2
2560 3 1024 0.0001 8 0.2
40960 4 256 0.001 8 0.1
40960 3 2048 0.001 128 0.0
160 4 512 0.0001 512 0.05
40 4 512 0.001 128 0.05
640 4 1024 1e-06 128 0.1
40960 4 512 0.0001 512 0.15
40960 4 512 0.001 512 0.1
160 3 4096 0.0001 32 0.2
40960 3 2048 1e-07 512 0.1
640 4 64 0.001 128 0.2
40 5 4096 1e-05 32 0.15
40960 5 64 0.0001 512 0.0
40 1 128 0.0001 512 0.0
40960 3 256 1e-07 512 0.2
640 5 64 1e-07 8 0.05
10240 2 32 0.0001 128 0.1
40 1 128 1e-06 8 0.0
160 2 64 1e-06 128 0.05
40960 5 256 0.001 32 0.2
40 4 128 0.0001 32 0.1
2560 3 256 1e-05 32 0.1
640 5 32 1e-07 32 0.1
40960 3 1024 1e-07 128 0.2
2560 3 64 1e-05 128 0.0
640 1 1024 1e-06 32 0.2
640 2 64 1e-05 128 0.05
640 4 128 1e-06 8 0.2
640 4 2048 1e-07 8 0.0
40 2 128 1e-05 32 0.1
40960 3 32 0.001 128 0.1
40 5 64 0.0001 128 0.0
2560 3 256 1e-05 128 0.1
10240 4 64 0.001 32 0.0
2560 1 2048 0.001 128 0.05
640 5 4096 1e-06 32 0.2
640 1 4096 1e-06 32 0.0
10240 2 1024 1e-06 32 0.15
40960 2 1024 0.001 128 0.1
640 4 512 0.001 32 0.05
160 2 4096 1e-05 8 0.0
40960 2 32 1e-06 128 0.1
2560 3 2048 0.001 512 0.1
640 4 256 1e-06 128 0.2
10240 2 1024 0.0001 128 0.0
40960 1 4096 1e-05 32 0.1
640 5 64 1e-05 8 0.1
2560 4 128 1e-06 512 0.15
160 5 64 1e-06 512 0.2
640 2 32 0.0001 128 0.0
40960 2 32 0.0001 32 0.05
10240 4 32 1e-05 32 0.1
40 2 512 0.0001 8 0.15
40 1 256 1e-06 512 0.15
2560 3 4096 1e-05 128 0.1
40960 1 32 1e-06 8 0.1
40960 5 256 0.0001 512 0.05
640 1 64 0.0001 8 0.15
10240 1 2048 1e-06 32 0.2
2560 4 64 0.001 32 0.15
160 1 128 0.0001 128 0.0
40 3 512 1e-07 8 0.05
40 2 256 1e-06 32 0.05
160 2 64 0.0001 32 0.2
2560 3 128 1e-06 8 0.05
40 2 32 1e-07 128 0.0
160 4 32 1e-07 512 0.15
40 4 64 1e-07 8 0.0
40960 1 4096 1e-06 8 0.0
160 4 2048 1e-07 128 0.2
10240 1 64 1e-05 512 0.0
10240 2 128 1e-05 32 0.05
2560 2 32 0.001 512 0.0
2560 4 64 1e-05 8 0.0
10240 1 32 0.001 512 0.2
40960 5 32 1e-05 32 0.05
40960 4 64 0.001 32 0.2
2560 1 4096 1e-07 8 0.0
10240 1 256 0.001 8 0.2
10240 2 4096 1e-07 32 0.1
40960 4 64 1e-05 32 0.2
40960 4 128 0.001 128 0.15
10240 3 512 1e-05 512 0.05
40960 4 1024 1e-07 512 0.2
40960 3 64 1e-07 8 0.15
10240 1 256 1e-05 32 0.1
640 1 256 1e-07 32 0.15
40 2 1024 1e-07 128 0.05
160 1 2048 0.0001 128 0.2
40 3 4096 0.0001 128 0.2
640 3 512 1e-06 32 0.15
2560 2 256 0.0001 128 0.05
40 1 512 1e-05 512 0.1
2560 5 512 0.0001 128 0.1
40 2 2048 1e-05 32 0.1
40960 3 2048 1e-07 512 0.0
2560 5 2048 0.0001 32 0.1
2560 4 4096 0.0001 32 0.05
640 1 2048 0.0001 8 0.1
640 1 128 0.001 512 0.1
160 4 256 0.0001 512 0.2
160 4 4096 1e-05 32 0.2
40960 1 1024 1e-05 32 0.2
10240 4 1024 0.001 32 0.2
10240 3 64 0.001 8 0.05
2560 3 256 1e-05 8 0.2
160 1 128 1e-07 512 0.1
40 4 4096 0.0001 128 0.1
640 5 32 1e-05 8 0.15
160 3 128 0.001 8 0.15
40 5 1024 1e-05 32 0.0
40 4 4096 0.001 128 0.0
10240 5 64 1e-07 8 0.05
10240 5 1024 0.0001 128 0.15
2560 5 1024 1e-07 128 0.2
160 5 4096 1e-05 128 0.2
40 3 256 0.0001 8 0.0
40960 3 4096 0.0001 128 0.05
10240 3 1024 1e-06 128 0.15
40960 1 512 0.001 8 0.1
40960 4 64 1e-07 8 0.15
10240 1 2048 0.001 32 0.05
160 5 64 0.0001 32 0.15
640 1 2048 0.0001 8 0.15
2560 2 64 0.0001 128 0.05
2560 5 128 1e-06 32 0.1
640 1 4096 0.0001 32 0.2
2560 2 1024 1e-07 128 0.05
640 5 1024 0.001 32 0.0
10240 4 64 1e-05 8 0.0
640 2 256 1e-05 32 0.15
2560 4 64 1e-07 32 0.1
160 2 2048 1e-05 512 0.1
40960 2 512 1e-06 32 0.2
40960 5 128 0.001 512 0.1
40960 3 32 0.001 128 0.2
640 3 256 0.0001 512 0.0
2560 1 512 0.001 32 0.0
40 1 64 1e-07 32 0.05
40960 5 32 0.001 32 0.05
2560 1 4096 1e-06 32 0.1
40960 1 32 1e-07 8 0.0
40960 4 64 0.001 128 0.0
640 2 256 0.001 32 0.2
2560 1 512 1e-06 32 0.15
40 5 512 1e-07 32 0.15
10240 4 32 0.001 512 0.15
2560 5 128 1e-05 512 0.2
10240 1 2048 1e-05 8 0.0
640 3 512 1e-06 512 0.0
2560 3 128 1e-06 128 0.05
160 5 128 1e-06 8 0.05
10240 4 4096 1e-07 128 0.05
2560 3 256 0.0001 8 0.1
640 1 128 0.001 8 0.0
40 1 512 1e-06 32 0.05
40960 5 1024 1e-07 128 0.2
40960 5 1024 0.0001 512 0.1
40 3 256 1e-05 8 0.2
40 1 2048 0.0001 128 0.05
10240 4 64 1e-05 32 0.05
40 1 1024 0.001 32 0.1
40 4 128 0.0001 512 0.15
10240 2 2048 0.001 128 0.1
40960 5 4096 0.001 32 0.1
640 5 1024 1e-06 8 0.0
640 3 256 1e-06 32 0.05
40 3 32 0.001 128 0.1
40960 3 1024 1e-07 512 0.15
640 1 512 0.001 128 0.05
40960 1 4096 1e-05 128 0.05
160 4 512 1e-05 128 0.2
10240 4 512 0.0001 512 0.2
160 5 512 0.001 512 0.2
40960 2 32 0.001 128 0.05
160 1 512 1e-05 32 0.15
2560 1 128 0.0001 32 0.15
10240 4 2048 1e-05 32 0.1
2560 5 256 1e-05 8 0.15
10240 1 256 0.001 512 0.1
40960 3 4096 1e-05 32 0.2
40960 1 32 1e-07 8 0.05
160 5 32 0.001 32 0.2
160 5 128 0.001 32 0.2
160 3 2048 0.001 128 0.05
40960 4 1024 1e-06 8 0.15
2560 2 128 0.0001 128 0.1
40960 2 256 0.0001 8 0.1
40 1 128 1e-06 32 0.1
10240 5 256 1e-06 8 0.05
40960 1 128 1e-05 32 0.1
40 3 2048 0.0001 512 0.05
2560 3 1024 1e-05 128 0.05
40960 5 4096 1e-05 8 0.1
640 2 32 1e-06 8 0.0
160 2 128 0.0001 512 0.05
160 2 128 0.0001 512 0.1
640 4 64 1e-06 512 0.0
40960 5 128 1e-05 8 0.15
640 2 2048 0.0001 128 0.2
40960 4 64 0.0001 8 0.0
40 4 1024 1e-07 32 0.2
40 5 512 0.001 32 0.2
160 5 512 1e-07 128 0.15
160 4 64 1e-05 512 0.0
160 1 64 1e-05 128 0.2
40 1 64 1e-05 128 0.2
2560 2 32 0.001 512 0.2
2560 3 128 1e-07 512 0.15
2560 1 256 1e-06 512 0.0
2560 1 256 1e-07 8 0.15
10240 5 1024 1e-05 8 0.15
160 2 4096 0.0001 32 0.0
2560 4 4096 0.0001 8 0.15
2560 3 4096 1e-06 32 0.0
160 1 1024 0.001 512 0.05
2560 5 4096 1e-06 128 0.0
2560 5 128 1e-05 128 0.05
40 2 64 0.001 32 0.1
40 2 256 1e-06 128 0.1
2560 1 32 1e-05 8 0.05
160 2 512 1e-07 128 0.15
2560 5 512 1e-07 512 0.2
2560 3 4096 0.001 128 0.15
160 1 256 0.0001 512 0.2
2560 4 256 1e-05 512 0.2
160 3 256 0.001 512 0.2
40960 5 512 1e-06 8 0.2
2560 4 4096 0.001 512 0.0
40960 4 32 1e-06 32 0.15
2560 3 128 1e-07 512 0.05
40960 2 2048 1e-07 32 0.2
10240 1 32 1e-05 128 0.15
40 2 1024 1e-06 128 0.15
160 1 4096 1e-06 8 0.0
640 4 32 0.0001 128 0.15
640 3 512 0.0001 8 0.05
160 4 4096 0.001 512 0.15
10240 3 4096 1e-06 128 0.15
2560 4 32 0.001 32 0.05
40960 1 256 0.0001 32 0.05
640 1 2048 1e-05 512 0.15
40960 4 512 1e-06 512 0.0
10240 3 32 0.001 128 0.15
40 5 512 0.0001 128 0.2
640 1 256 0.001 8 0.1
40 5 512 1e-07 32 0.05
160 4 4096 0.0001 512 0.15
10240 2 64 0.001 8 0.05
10240 5 256 1e-06 512 0.2
10240 4 2048 0.001 32 0.1
160 1 512 1e-06 128 0.2
160 2 128 0.0001 128 0.1
2560 2 128 1e-06 8 0.05
160 2 4096 1e-05 32 0.1
160 2 1024 0.0001 8 0.2
10240 1 2048 1e-07 128 0.2
640 2 1024 1e-05 32 0.2
160 3 256 1e-07 512 0.0
2560 1 32 1e-06 512 0.1
40 5 128 1e-06 512 0.1
2560 1 512 0.0001 8 0.2
2560 2 4096 1e-07 512 0.2
2560 3 512 0.0001 128 0.1
160 5 32 1e-07 32 0.15
10240 4 64 0.0001 8 0.0
640 1 2048 0.0001 512 0.1
10240 2 32 1e-06 512 0.0
10240 5 128 1e-06 128 0.2
640 2 2048 1e-06 128 0.1
2560 1 256 0.0001 128 0.15
640 1 512 1e-05 8 0.05
160 5 512 0.001 8 0.05
160 2 32 1e-05 32 0.05
640 3 1024 1e-05 512 0.1
40 3 256 1e-06 32 0.2
40960 2 4096 0.0001 128 0.0
40 4 2048 1e-06 8 0.15
160 3 2048 1e-07 8 0.2
640 3 32 1e-05 128 0.0
2560 4 1024 0.0001 8 0.15
40 1 1024 1e-05 512 0.15
10240 3 64 0.0001 8 0.2
160 4 64 1e-07 128 0.2
40 5 4096 0.001 128 0.1
2560 3 128 1e-07 8 0.15
40 3 2048 0.0001 8 0.15
640 5 4096 1e-07 128 0.05
40 3 512 1e-05 32 0.1
2560 4 4096 1e-06 8 0.15
40960 5 2048 0.001 512 0.05
640 1 128 0.001 128 0.15
40 2 64 0.001 8 0.1
2560 4 1024 1e-05 512 0.0
640 2 2048 1e-05 512 0.15
640 3 512 0.001 8 0.15
640 4 64 1e-05 128 0.1
10240 2 32 0.0001 512 0.15
10240 1 32 0.001 128 0.05
10240 5 128 1e-06 512 0.2
10240 3 4096 1e-06 32 0.2
160 5 64 1e-05 8 0.15
40960 2 512 0.0001 32 0.2
40 3 128 1e-05 8 0.15
640 5 4096 1e-05 32 0.2
40960 2 1024 1e-06 32 0.1
10240 3 2048 0.0001 128 0.0
160 2 1024 0.001 128 0.1
40960 5 32 0.001 8 0.0
40 3 512 1e-05 8 0.0
160 4 2048 0.0001 128 0.2
2560 4 64 1e-05 32 0.15
40960 5 32 1e-07 32 0.15
40960 4 4096 0.001 512 0.2
160 4 128 1e-06 512 0.15
2560 3 64 0.001 128 0.0
40 4 128 0.0001 128 0.15
2560 3 1024 0.0001 32 0.2
40960 5 256 0.0001 32 0.05
160 1 1024 1e-06 128 0.0
40960 4 128 0.001 512 0.15
640 1 256 0.0001 512 0.0
2560 4 64 0.0001 128 0.05
2560 3 512 0.0001 512 0.05
2560 4 256 1e-07 512 0.1
40960 3 128 0.0001 32 0.2
2560 1 4096 1e-07 32 0.05
160 5 4096 0.001 512 0.2
2560 4 2048 0.001 8 0.15
160 1 1024 0.001 32 0.2
2560 1 128 1e-07 32 0.05
40960 4 1024 1e-07 512 0.05
640 1 2048 1e-06 32 0.05
2560 5 1024 1e-06 8 0.1
40960 5 4096 1e-05 128 0.15
10240 4 64 1e-06 512 0.2
40 3 1024 0.0001 8 0.1
640 3 2048 1e-06 32 0.2
640 1 1024 1e-07 128 0.0
40 4 32 1e-07 128 0.15
40 5 512 1e-07 8 0.0
160 1 32 0.001 512 0.15
2560 4 32 0.001 8 0.1
160 2 128 0.0001 32 0.05
40960 3 256 0.001 512 0.15
160 5 4096 0.0001 32 0.2
640 2 4096 1e-07 8 0.1
2560 4 32 0.0001 128 0.0
40960 3 64 1e-05 32 0.05
160 1 2048 1e-06 512 0.05
40 4 4096 1e-05 32 0.1
10240 2 256 1e-05 128 0.1
40 4 1024 1e-07 128 0.2
640 5 1024 1e-05 512 0.05
40960 2 32 0.0001 128 0.2
40960 1 2048 1e-05 128 0.15
40960 3 64 1e-05 128 0.15
40960 3 1024 0.0001 8 0.1
640 2 128 1e-07 8 0.15
40 4 512 1e-07 128 0.15
10240 3 64 1e-07 32 0.15
40 5 2048 0.001 128 0.2
40 5 32 0.001 32 0.15
160 1 512 0.001 32 0.15
10240 5 2048 0.001 128 0.1
40960 2 512 1e-07 32 0.2
40 5 512 0.0001 8 0.0
40960 2 128 0.001 8 0.05
2560 4 512 0.0001 32 0.1
40960 4 4096 1e-06 32 0.1
10240 5 64 0.0001 32 0.0
640 4 2048 0.001 128 0.1
2560 4 4096 1e-07 512 0.2
2560 1 32 0.001 8 0.15
10240 5 64 1e-06 512 0.15
40960 3 4096 0.001 32 0.2
10240 4 64 0.0001 128 0.05
40960 5 512 0.001 32 0.05
40 1 2048 1e-05 32 0.1
40960 2 64 0.0001 8 0.05
640 4 256 1e-05 512 0.1
160 5 4096 1e-06 128 0.0
40960 4 256 1e-05 32 0.05
10240 3 64 0.0001 128 0.2
640 4 128 0.0001 512 0.15
2560 2 32 1e-07 128 0.15
160 5 512 0.0001 8 0.1
10240 5 1024 0.001 128 0.0
10240 3 4096 0.001 8 0.05
40 1 512 0.0001 128 0.15
160 4 256 0.001 128 0.2
40 4 128 1e-07 512 0.0
40 1 128 1e-05 8 0.1
2560 4 4096 1e-05 32 0.15
10240 5 1024 1e-05 32 0.15
40 3 256 1e-07 32 0.0
40960 2 1024 1e-07 512 0.05
2560 1 32 1e-05 128 0.0
2560 4 256 1e-05 128 0.1
10240 2 1024 1e-05 32 0.15
40 4 1024 1e-07 512 0.1
40 3 2048 0.0001 8 0.1
640 5 4096 1e-07 32 0.2
640 3 256 0.001 32 0.15
640 4 32 1e-06 8 0.15
2560 2 64 1e-05 512 0.1
2560 5 4096 1e-06 512 0.1
10240 4 512 0.0001 32 0.05
40960 3 1024 0.001 32 0.15
40960 5 256 1e-07 128 0.0
10240 2 32 1e-06 128 0.1
2560 2 32 1e-06 8 0.2
640 1 512 1e-06 512 0.0
40 5 128 0.0001 128 0.0
2560 1 1024 0.0001 128 0.2
10240 5 512 0.0001 512 0.05
40960 4 64 1e-06 32 0.2
10240 5 64 0.001 8 0.05
10240 4 256 1e-07 512 0.1
2560 5 4096 1e-06 8 0.05
40 1 32 1e-05 32 0.0
160 5 64 1e-06 128 0.1
40960 1 1024 0.001 512 0.0
40 1 512 0.0001 32 0.1
40960 5 4096 0.0001 8 0.0
160 5 32 1e-05 128 0.0
640 5 256 1e-06 512 0.05
2560 5 2048 0.0001 512 0.15
2560 5 2048 1e-05 512 0.0
2560 2 2048 1e-06 32 0.2
640 2 128 1e-06 8 0.1
40960 3 512 1e-07 32 0.15
10240 3 256 0.0001 8 0.15
10240 3 4096 1e-07 32 0.2
10240 2 32 1e-06 512 0.15
40 3 256 1e-07 8 0.0
2560 5 2048 0.001 128 0.15
10240 3 128 1e-06 128 0.0
10240 1 1024 0.0001 32 0.15
40960 4 2048 0.001 128 0.2
