epochs hidden_layers neurons learning_rate batch_size dropout
160 6 7168 3.1622776601683795e-05 512 0.5
5120 8 7168 0.0001 32 0.5
160 7 1024 1e-06 512 0.0
2560 6 1024 3.1622776601683795e-05 512 0.0
10240 4 512 3.1622776601683795e-05 512 0.5
40 1 7168 0.0001 32 0.2
640 4 1024 1e-05 128 0.1
640 1 4096 3.162277660168379e-06 128 0.1
5120 3 1024 3.1622776601683795e-05 32 0.4
5120 1 256 0.0001 128 0.4
160 5 8192 3.1622776601683795e-05 64 0.0
40 1 2048 3.1622776601683795e-05 128 0.4
2560 7 2048 1e-06 1024 0.0
2560 1 6144 3.1622776601683795e-05 32 0.0
160 1 256 0.0001 64 0.4
40 8 8192 3.1622776601683795e-05 1024 0.1
2560 3 6144 1e-05 128 0.2
40 7 2048 3.1622776601683795e-05 1024 0.5
40 6 512 0.0001 128 0.5
2560 7 6144 1e-05 32 0.1
2560 1 512 3.162277660168379e-06 64 0.1
2560 3 256 1e-05 1024 0.3
10240 1 512 1e-05 1024 0.2
5120 7 4096 1e-05 128 0.3
1280 5 7168 3.162277660168379e-06 1024 0.0
40 8 2048 1e-05 16 0.0
10240 3 8192 3.1622776601683795e-05 128 0.0
160 2 5120 0.0001 32 0.3
40 4 7168 1e-05 64 0.0
5120 2 8192 1e-06 1024 0.5
160 4 7168 3.1622776601683795e-05 16 0.4
640 6 6144 3.1622776601683795e-05 64 0.2
160 3 512 3.1622776601683795e-05 512 0.0
640 1 512 3.162277660168379e-06 16 0.5
40 1 2048 3.162277660168379e-06 512 0.3
160 1 6144 3.1622776601683795e-05 16 0.2
1280 2 8192 1e-06 1024 0.2
640 3 7168 1e-05 32 0.0
10240 7 7168 1e-06 32 0.5
5120 1 512 1e-05 128 0.0
40 4 7168 3.1622776601683795e-05 512 0.0
1280 1 5120 0.0001 1024 0.5
640 2 5120 1e-06 128 0.1
40 6 6144 3.162277660168379e-06 128 0.3
5120 4 1024 0.0001 128 0.5
1280 7 2048 3.162277660168379e-06 128 0.3
10240 6 1024 0.0001 512 0.1
5120 6 7168 3.162277660168379e-06 256 0.5
10240 2 4096 1e-05 1024 0.5
10240 4 8192 1e-05 512 0.1
10240 5 8192 0.0001 1024 0.2
10240 7 512 1e-06 32 0.5
40 7 1024 3.1622776601683795e-05 64 0.0
10240 6 1024 1e-05 512 0.5
160 1 6144 3.1622776601683795e-05 1024 0.3
1280 4 512 3.162277660168379e-06 128 0.0
2560 5 256 3.162277660168379e-06 32 0.4
2560 7 8192 3.1622776601683795e-05 1024 0.0
40 5 5120 1e-06 1024 0.0
40 6 256 3.162277660168379e-06 128 0.3
2560 7 5120 3.1622776601683795e-05 64 0.0
160 1 1024 1e-05 64 0.2
640 2 512 3.162277660168379e-06 32 0.3
5120 4 5120 0.0001 128 0.1
1280 5 5120 0.0001 128 0.4
2560 4 1024 3.1622776601683795e-05 128 0.3
2560 5 256 3.162277660168379e-06 16 0.5
640 8 4096 1e-05 128 0.3
1280 5 256 3.162277660168379e-06 64 0.5
5120 8 5120 3.1622776601683795e-05 64 0.5
1280 2 7168 1e-05 32 0.5
160 6 256 1e-06 16 0.0
40 2 7168 0.0001 16 0.3
5120 2 7168 3.1622776601683795e-05 16 0.4
5120 8 5120 1e-06 32 0.3
5120 2 1024 1e-06 128 0.3
160 2 256 0.0001 64 0.3
640 8 5120 1e-05 1024 0.0
1280 7 256 3.1622776601683795e-05 512 0.0
10240 2 5120 1e-05 512 0.5
160 7 5120 3.1622776601683795e-05 32 0.1
2560 8 8192 1e-06 1024 0.3
160 2 512 3.1622776601683795e-05 64 0.5
1280 6 4096 1e-06 16 0.2
2560 8 7168 0.0001 16 0.5
40 8 512 1e-05 64 0.3
10240 6 1024 3.1622776601683795e-05 512 0.5
2560 7 7168 3.1622776601683795e-05 256 0.5
160 5 5120 3.1622776601683795e-05 64 0.2
2560 7 7168 1e-05 1024 0.1
640 5 5120 1e-05 32 0.2
1280 7 2048 3.162277660168379e-06 256 0.5
160 3 6144 3.1622776601683795e-05 256 0.3
640 1 1024 3.162277660168379e-06 1024 0.3
10240 7 8192 3.162277660168379e-06 1024 0.2
10240 4 512 1e-05 128 0.3
40 6 6144 1e-06 256 0.1
40 6 512 1e-05 256 0.5
640 7 5120 1e-05 32 0.5
40 7 256 0.0001 1024 0.0
10240 7 512 0.0001 512 0.5
10240 3 6144 0.0001 256 0.2
5120 8 512 0.0001 256 0.3
160 1 256 1e-06 32 0.2
2560 2 5120 1e-06 1024 0.3
640 1 2048 0.0001 512 0.4
1280 4 512 3.162277660168379e-06 16 0.5
640 8 256 0.0001 16 0.0
160 2 512 0.0001 128 0.0
5120 6 512 3.1622776601683795e-05 1024 0.4
160 4 2048 0.0001 32 0.4
5120 4 2048 1e-06 32 0.0
2560 6 4096 3.162277660168379e-06 1024 0.3
5120 7 4096 0.0001 32 0.5
40 3 8192 0.0001 128 0.4
40 1 512 1e-05 32 0.0
5120 3 1024 3.162277660168379e-06 256 0.1
1280 8 8192 1e-05 1024 0.2
640 3 1024 3.162277660168379e-06 128 0.4
5120 6 256 0.0001 16 0.4
10240 7 1024 3.162277660168379e-06 32 0.4
5120 6 512 0.0001 1024 0.3
2560 3 1024 0.0001 16 0.1
10240 7 8192 0.0001 128 0.1
160 6 8192 1e-05 1024 0.4
10240 2 1024 3.162277660168379e-06 64 0.4
1280 8 2048 1e-05 256 0.0
5120 3 8192 3.1622776601683795e-05 64 0.5
40 6 2048 0.0001 1024 0.4
5120 6 5120 1e-06 512 0.2
5120 7 512 3.162277660168379e-06 16 0.1
40 1 512 3.1622776601683795e-05 16 0.3
160 6 512 3.162277660168379e-06 16 0.4
160 3 256 1e-06 1024 0.1
640 7 8192 3.162277660168379e-06 128 0.5
2560 7 512 3.1622776601683795e-05 16 0.5
10240 1 6144 1e-05 32 0.3
160 4 7168 3.162277660168379e-06 1024 0.2
40 5 6144 1e-05 16 0.1
5120 2 5120 1e-06 16 0.0
40 7 2048 1e-06 16 0.3
640 8 2048 0.0001 32 0.5
10240 7 2048 0.0001 128 0.4
640 8 256 3.162277660168379e-06 64 0.0
40 3 5120 1e-06 512 0.5
640 8 5120 3.1622776601683795e-05 128 0.3
2560 1 256 1e-05 256 0.1
40 4 7168 0.0001 512 0.1
1280 7 2048 3.1622776601683795e-05 256 0.2
5120 6 5120 3.162277660168379e-06 64 0.5
160 8 7168 1e-06 512 0.3
1280 5 4096 1e-06 512 0.2
40 5 8192 3.162277660168379e-06 1024 0.5
160 3 8192 1e-05 128 0.1
640 1 256 3.162277660168379e-06 16 0.1
640 7 2048 1e-05 512 0.1
1280 6 1024 0.0001 16 0.5
1280 3 8192 3.1622776601683795e-05 64 0.3
1280 3 2048 1e-05 256 0.1
160 6 2048 3.1622776601683795e-05 64 0.1
10240 3 1024 3.162277660168379e-06 128 0.0
1280 1 6144 3.162277660168379e-06 512 0.0
160 1 512 3.162277660168379e-06 16 0.2
640 7 5120 3.162277660168379e-06 256 0.0
2560 5 5120 0.0001 16 0.4
10240 6 2048 3.162277660168379e-06 256 0.2
2560 3 512 1e-05 16 0.3
40 5 512 3.162277660168379e-06 256 0.2
1280 6 4096 1e-05 256 0.1
10240 2 7168 1e-06 16 0.5
1280 6 8192 3.162277660168379e-06 1024 0.5
2560 1 7168 0.0001 512 0.1
10240 3 4096 1e-06 64 0.4
2560 2 7168 3.162277660168379e-06 16 0.3
1280 2 6144 0.0001 1024 0.1
2560 7 7168 1e-06 256 0.3
1280 6 4096 1e-05 512 0.3
1280 8 2048 3.1622776601683795e-05 128 0.3
10240 6 256 0.0001 256 0.3
10240 6 8192 0.0001 64 0.1
2560 1 2048 3.1622776601683795e-05 512 0.3
2560 5 8192 1e-06 64 0.3
40 2 4096 3.162277660168379e-06 64 0.0
10240 1 8192 1e-05 512 0.0
160 3 4096 1e-06 32 0.2
2560 1 4096 1e-06 512 0.2
40 1 512 1e-05 256 0.5
10240 5 512 1e-05 512 0.3
40 1 512 3.162277660168379e-06 16 0.4
40 3 4096 1e-06 1024 0.3
5120 3 2048 0.0001 32 0.0
1280 4 4096 3.162277660168379e-06 512 0.4
1280 2 8192 1e-06 16 0.4
10240 4 8192 1e-06 1024 0.3
2560 5 512 0.0001 512 0.3
2560 1 7168 0.0001 16 0.4
40 8 7168 1e-06 256 0.0
10240 8 512 3.162277660168379e-06 128 0.2
10240 6 8192 1e-06 256 0.2
1280 5 6144 3.1622776601683795e-05 256 0.1
640 8 512 3.1622776601683795e-05 128 0.4
1280 2 512 0.0001 128 0.5
2560 8 8192 3.162277660168379e-06 64 0.1
40 7 8192 3.162277660168379e-06 64 0.4
40 1 512 3.162277660168379e-06 32 0.3
1280 5 1024 1e-06 512 0.4
40 2 4096 1e-06 64 0.0
1280 1 6144 1e-06 16 0.0
640 8 5120 0.0001 32 0.1
640 4 5120 1e-06 1024 0.5
40 2 1024 3.1622776601683795e-05 512 0.2
2560 1 5120 1e-05 128 0.3
160 4 6144 3.1622776601683795e-05 1024 0.2
40 5 4096 1e-06 64 0.5
640 2 8192 1e-05 32 0.5
5120 8 2048 3.1622776601683795e-05 1024 0.2
2560 7 7168 3.162277660168379e-06 64 0.5
640 1 4096 3.162277660168379e-06 128 0.2
2560 6 7168 3.162277660168379e-06 64 0.0
5120 4 2048 3.1622776601683795e-05 128 0.0
10240 2 4096 3.1622776601683795e-05 128 0.3
5120 6 256 1e-05 64 0.1
10240 5 8192 3.1622776601683795e-05 32 0.0
2560 4 256 0.0001 128 0.4
2560 2 2048 1e-05 1024 0.5
10240 8 256 0.0001 64 0.5
1280 2 7168 3.162277660168379e-06 1024 0.2
2560 4 4096 0.0001 256 0.4
1280 1 4096 3.1622776601683795e-05 16 0.0
40 1 4096 1e-05 16 0.1
2560 1 256 0.0001 16 0.5
2560 8 1024 0.0001 128 0.0
640 2 2048 3.162277660168379e-06 256 0.5
1280 2 256 3.1622776601683795e-05 256 0.5
2560 6 512 3.162277660168379e-06 32 0.5
10240 5 6144 3.1622776601683795e-05 256 0.2
640 6 7168 3.1622776601683795e-05 256 0.4
5120 2 512 3.162277660168379e-06 16 0.5
640 5 2048 0.0001 512 0.3
10240 3 512 3.162277660168379e-06 64 0.1
1280 6 7168 1e-06 64 0.3
5120 8 8192 3.1622776601683795e-05 64 0.4
160 5 6144 3.162277660168379e-06 256 0.5
2560 8 4096 1e-05 32 0.0
640 8 4096 3.162277660168379e-06 1024 0.5
640 6 512 0.0001 32 0.3
40 2 256 0.0001 64 0.5
40 1 2048 0.0001 16 0.0
10240 7 512 0.0001 256 0.5
2560 4 7168 0.0001 32 0.0
160 7 512 0.0001 256 0.0
10240 4 7168 1e-05 512 0.3
2560 6 6144 1e-05 64 0.1
40 6 6144 0.0001 128 0.3
1280 1 2048 3.162277660168379e-06 32 0.3
10240 2 2048 3.162277660168379e-06 32 0.2
5120 6 6144 1e-06 256 0.5
1280 7 256 0.0001 128 0.3
160 8 256 1e-06 512 0.3
40 1 8192 3.162277660168379e-06 64 0.4
160 2 8192 3.162277660168379e-06 32 0.4
5120 7 8192 1e-06 32 0.5
5120 4 5120 0.0001 256 0.4
1280 2 5120 1e-05 256 0.3
640 4 512 1e-05 1024 0.3
10240 4 256 3.162277660168379e-06 128 0.2
160 2 8192 3.1622776601683795e-05 16 0.0
2560 4 1024 3.1622776601683795e-05 128 0.5
2560 2 6144 0.0001 1024 0.3
40 8 4096 3.1622776601683795e-05 512 0.5
40 8 8192 3.1622776601683795e-05 256 0.2
2560 4 6144 0.0001 512 0.3
5120 6 2048 1e-05 32 0.3
160 6 7168 1e-05 16 0.5
40 8 4096 1e-05 128 0.3
1280 1 6144 3.162277660168379e-06 512 0.5
5120 3 6144 0.0001 128 0.3
5120 5 7168 3.162277660168379e-06 128 0.5
640 1 8192 1e-06 32 0.2
10240 5 1024 1e-05 512 0.1
10240 7 7168 3.162277660168379e-06 32 0.3
1280 2 512 3.162277660168379e-06 256 0.0
10240 7 5120 3.1622776601683795e-05 16 0.5
1280 7 1024 1e-06 16 0.2
5120 7 8192 1e-05 128 0.4
640 2 7168 3.1622776601683795e-05 16 0.5
40 1 8192 3.162277660168379e-06 64 0.5
2560 3 7168 3.1622776601683795e-05 256 0.0
640 6 6144 1e-05 32 0.5
2560 3 2048 3.1622776601683795e-05 16 0.3
160 8 2048 3.1622776601683795e-05 256 0.1
640 3 4096 3.162277660168379e-06 16 0.2
5120 8 2048 1e-06 1024 0.0
1280 4 512 3.1622776601683795e-05 16 0.4
160 6 4096 1e-05 16 0.0
1280 3 4096 0.0001 1024 0.4
5120 5 512 1e-06 256 0.0
10240 6 512 1e-05 1024 0.0
40 3 4096 1e-05 128 0.5
640 4 4096 0.0001 128 0.0
160 8 4096 3.1622776601683795e-05 1024 0.2
640 3 4096 0.0001 1024 0.0
2560 1 2048 1e-05 16 0.3
160 8 6144 3.162277660168379e-06 128 0.1
640 4 512 1e-05 64 0.5
40 2 256 1e-06 1024 0.4
160 2 4096 3.162277660168379e-06 512 0.2
1280 8 8192 3.162277660168379e-06 32 0.1
640 7 7168 3.1622776601683795e-05 32 0.1
10240 3 5120 1e-06 32 0.5
2560 1 8192 3.162277660168379e-06 512 0.3
40 1 512 0.0001 256 0.5
640 2 512 0.0001 32 0.2
160 2 1024 1e-06 32 0.1
640 1 512 1e-05 32 0.1
160 3 512 3.1622776601683795e-05 16 0.5
10240 4 5120 3.162277660168379e-06 256 0.0
1280 3 7168 1e-05 64 0.3
160 5 2048 0.0001 128 0.5
5120 3 1024 0.0001 64 0.0
640 1 1024 3.1622776601683795e-05 64 0.3
160 6 256 0.0001 64 0.5
160 1 5120 3.1622776601683795e-05 1024 0.3
1280 6 7168 1e-05 128 0.5
40 5 2048 1e-05 64 0.5
40 8 2048 1e-05 1024 0.3
160 8 1024 3.162277660168379e-06 256 0.2
160 7 7168 0.0001 128 0.2
2560 3 6144 1e-06 512 0.3
160 3 256 0.0001 128 0.1
1280 7 512 3.1622776601683795e-05 1024 0.1
2560 5 4096 3.162277660168379e-06 256 0.3
10240 4 512 0.0001 32 0.0
1280 4 6144 1e-06 32 0.4
40 3 256 0.0001 64 0.2
640 5 8192 3.162277660168379e-06 512 0.5
640 7 6144 3.162277660168379e-06 512 0.1
2560 4 256 1e-05 1024 0.2
640 2 5120 1e-06 256 0.0
1280 7 5120 1e-05 1024 0.4
1280 7 1024 0.0001 64 0.1
640 5 5120 0.0001 512 0.2
40 2 8192 1e-06 32 0.1
160 8 4096 0.0001 512 0.0
40 1 6144 1e-06 512 0.2
10240 2 4096 1e-05 32 0.3
1280 5 4096 0.0001 32 0.2
40 3 1024 3.1622776601683795e-05 128 0.1
5120 7 512 3.1622776601683795e-05 1024 0.5
2560 2 4096 1e-06 256 0.5
40 6 512 3.1622776601683795e-05 32 0.2
640 6 7168 1e-05 32 0.2
5120 7 7168 1e-05 64 0.2
2560 6 8192 1e-06 512 0.0
10240 5 1024 1e-06 512 0.2
10240 4 512 0.0001 64 0.5
5120 5 256 1e-06 1024 0.5
640 4 6144 3.1622776601683795e-05 1024 0.0
160 3 5120 1e-06 128 0.1
160 5 8192 1e-06 512 0.0
160 7 6144 1e-05 32 0.5
640 5 5120 1e-05 16 0.4
2560 2 4096 1e-05 256 0.5
40 6 2048 1e-06 32 0.1
5120 3 5120 1e-06 16 0.2
40 5 7168 3.1622776601683795e-05 128 0.5
1280 2 7168 0.0001 256 0.4
10240 7 1024 3.162277660168379e-06 32 0.0
5120 6 8192 1e-05 128 0.5
1280 8 2048 3.162277660168379e-06 32 0.3
640 4 256 3.162277660168379e-06 32 0.5
5120 1 2048 3.162277660168379e-06 16 0.2
10240 5 512 1e-05 128 0.1
40 6 7168 1e-06 16 0.2
2560 8 6144 1e-05 32 0.5
160 5 256 0.0001 1024 0.2
2560 6 5120 3.1622776601683795e-05 32 0.0
10240 1 6144 3.1622776601683795e-05 1024 0.5
10240 5 8192 1e-06 256 0.4
5120 7 5120 0.0001 1024 0.4
160 4 7168 0.0001 128 0.5
640 5 512 3.162277660168379e-06 1024 0.1
1280 1 8192 3.162277660168379e-06 128 0.1
160 4 8192 0.0001 16 0.5
40 8 2048 1e-05 256 0.5
640 1 5120 1e-06 1024 0.5
2560 7 8192 1e-06 256 0.3
5120 2 512 1e-05 16 0.4
1280 4 6144 1e-06 64 0.5
160 6 5120 0.0001 32 0.0
160 3 6144 3.162277660168379e-06 1024 0.0
160 2 256 3.162277660168379e-06 512 0.0
2560 6 2048 0.0001 32 0.5
160 5 8192 1e-05 32 0.3
1280 2 2048 1e-06 64 0.4
160 3 8192 0.0001 16 0.0
5120 6 512 3.1622776601683795e-05 1024 0.0
640 4 8192 1e-05 256 0.4
10240 2 4096 1e-05 256 0.1
1280 2 4096 1e-05 16 0.3
5120 7 256 3.1622776601683795e-05 64 0.4
10240 8 1024 1e-06 64 0.4
5120 8 512 3.162277660168379e-06 512 0.4
160 1 5120 3.1622776601683795e-05 128 0.3
10240 1 256 3.1622776601683795e-05 32 0.0
10240 7 6144 3.1622776601683795e-05 64 0.4
10240 3 6144 1e-05 64 0.4
640 1 8192 0.0001 256 0.5
40 7 8192 3.1622776601683795e-05 1024 0.0
2560 7 6144 3.162277660168379e-06 128 0.0
40 2 1024 3.162277660168379e-06 16 0.1
10240 4 6144 3.1622776601683795e-05 256 0.5
160 5 2048 1e-05 128 0.5
2560 6 8192 0.0001 256 0.2
160 7 5120 3.1622776601683795e-05 128 0.1
160 6 512 1e-06 1024 0.5
1280 2 2048 0.0001 1024 0.4
40 2 5120 3.162277660168379e-06 16 0.1
40 8 512 3.162277660168379e-06 128 0.5
640 3 6144 1e-05 1024 0.3
40 2 256 3.1622776601683795e-05 256 0.3
40 5 8192 1e-05 32 0.4
160 4 256 3.1622776601683795e-05 16 0.0
5120 3 8192 1e-06 64 0.1
40 7 5120 1e-06 1024 0.2
640 6 512 3.162277660168379e-06 512 0.4
160 8 512 0.0001 16 0.2
1280 6 512 0.0001 256 0.2
160 5 2048 0.0001 64 0.2
10240 8 5120 3.162277660168379e-06 32 0.4
10240 3 512 1e-06 16 0.4
10240 5 4096 1e-05 1024 0.1
40 1 7168 0.0001 16 0.0
2560 4 6144 3.162277660168379e-06 1024 0.4
40 5 5120 3.1622776601683795e-05 1024 0.0
40 8 4096 1e-05 256 0.2
640 4 1024 1e-06 1024 0.4
640 3 512 3.162277660168379e-06 1024 0.2
40 2 5120 1e-06 16 0.0
2560 3 4096 0.0001 256 0.3
160 4 256 1e-05 256 0.2
2560 6 7168 1e-06 512 0.1
160 6 8192 1e-05 256 0.4
160 5 256 3.162277660168379e-06 512 0.1
5120 8 6144 3.162277660168379e-06 256 0.3
40 8 1024 0.0001 64 0.3
160 5 256 0.0001 128 0.4
640 4 4096 0.0001 512 0.3
1280 4 256 0.0001 256 0.4
5120 2 2048 0.0001 1024 0.3
2560 4 1024 1e-05 64 0.0
1280 8 1024 3.1622776601683795e-05 32 0.1
160 1 4096 0.0001 128 0.3
640 7 7168 3.1622776601683795e-05 1024 0.3
40 7 5120 3.1622776601683795e-05 128 0.0
40 4 7168 3.1622776601683795e-05 512 0.2
1280 4 6144 3.162277660168379e-06 256 0.0
10240 1 4096 0.0001 32 0.1
5120 1 7168 1e-06 32 0.0
10240 2 1024 3.162277660168379e-06 512 0.4
2560 5 512 1e-05 32 0.2
640 5 4096 3.1622776601683795e-05 64 0.5
5120 8 512 3.162277660168379e-06 16 0.1
2560 8 7168 3.162277660168379e-06 16 0.5
640 2 8192 0.0001 128 0.2
2560 6 8192 1e-05 128 0.3
160 4 8192 3.162277660168379e-06 32 0.2
1280 6 1024 1e-05 256 0.2
2560 4 6144 3.1622776601683795e-05 32 0.1
40 3 2048 3.1622776601683795e-05 512 0.0
10240 1 8192 3.162277660168379e-06 32 0.0
10240 8 1024 1e-06 512 0.3
5120 5 5120 3.162277660168379e-06 1024 0.5
640 5 8192 3.1622776601683795e-05 512 0.2
40 5 256 0.0001 1024 0.1
160 8 2048 3.162277660168379e-06 16 0.4
5120 4 8192 1e-05 1024 0.3
160 6 6144 0.0001 32 0.1
1280 4 2048 1e-06 32 0.1
1280 4 8192 1e-06 256 0.1
5120 8 512 3.162277660168379e-06 64 0.1
640 1 7168 3.1622776601683795e-05 64 0.3
640 8 2048 1e-06 16 0.2
10240 6 4096 3.1622776601683795e-05 64 0.3
10240 6 2048 1e-06 64 0.3
160 6 1024 1e-05 1024 0.2
640 4 2048 0.0001 16 0.4
5120 4 7168 3.162277660168379e-06 1024 0.1
40 2 256 3.162277660168379e-06 128 0.5
10240 7 2048 3.162277660168379e-06 1024 0.2
10240 3 4096 3.162277660168379e-06 256 0.0
640 6 2048 1e-06 512 0.2
160 2 256 3.1622776601683795e-05 128 0.4
40 6 2048 1e-05 512 0.4
1280 4 7168 1e-05 512 0.4
1280 7 7168 0.0001 1024 0.0
640 7 5120 0.0001 64 0.3
2560 2 2048 3.162277660168379e-06 64 0.1
5120 2 2048 3.1622776601683795e-05 128 0.3
10240 6 4096 3.1622776601683795e-05 128 0.1
160 3 8192 3.1622776601683795e-05 256 0.0
160 3 256 0.0001 1024 0.5
40 5 6144 1e-06 32 0.4
40 7 2048 3.162277660168379e-06 64 0.3
160 4 256 3.1622776601683795e-05 1024 0.1
10240 8 1024 1e-05 16 0.5
40 8 8192 1e-05 32 0.0
160 4 512 1e-05 512 0.5
40 2 256 1e-05 1024 0.4
40 8 8192 1e-05 512 0.5
2560 2 6144 1e-05 32 0.5
640 3 1024 3.162277660168379e-06 512 0.2
10240 8 8192 1e-06 256 0.4
2560 3 6144 3.162277660168379e-06 16 0.3
2560 4 7168 0.0001 512 0.1
640 4 2048 1e-05 256 0.2
640 2 8192 0.0001 1024 0.5
160 8 2048 1e-05 512 0.2
40 2 5120 3.1622776601683795e-05 256 0.4
2560 7 256 1e-06 512 0.0
5120 5 5120 0.0001 512 0.0
5120 1 2048 1e-05 512 0.2
2560 7 7168 1e-06 64 0.2
160 6 7168 3.162277660168379e-06 128 0.2
2560 2 4096 3.162277660168379e-06 1024 0.1
1280 3 256 1e-05 64 0.3
2560 2 8192 1e-06 256 0.2
640 8 512 1e-05 512 0.4
5120 4 7168 1e-06 32 0.5
2560 1 256 3.162277660168379e-06 512 0.0
40 5 1024 3.1622776601683795e-05 16 0.1
2560 5 512 1e-06 16 0.3
10240 3 6144 3.162277660168379e-06 64 0.2
640 2 8192 3.1622776601683795e-05 32 0.1
5120 7 512 3.1622776601683795e-05 128 0.5
1280 5 6144 0.0001 64 0.3
1280 3 5120 3.162277660168379e-06 512 0.2
1280 4 4096 3.1622776601683795e-05 64 0.2
